Index,answers
v_53,"['Okay, here are the transcriptions of the three audio clips:\n\n**Clip 1:** \n“昨天晚上因為啊沒有有人沒有信守承諾。”\n\n**Clip 2:** \n“計算機科學，因為比較實用。”\n\n**Clip 3:** \n“搬了新家”']","['昨天晚上因为没有有人没有信守承诺。', '搬了新家。', '计算机科学。因为比较实用。']"
v_55,['当然。这是音频文件的文字稿。\n**音频 1:**\n最近一次不开心，就是 嗯 某门课的成绩 比较不理想吧。 啊期末考试。 不过 嗯这种不开心也过得蛮快的。 只不过， 可能 在过去我 感觉自己受到了不少的一些 小的挫折，或者说不顺利吧。所以 现在对于这些事情甚至有那么一点点 麻木的 感觉 有的时候会感觉自己像加缪笔下的默尔索一样那种 麻木的感觉。\n\n**音频 2:**\n我还是挺喜欢小朋友的，主要的原因是 呃 比较喜欢他们那种单纯的状态，虽然我们知道小孩子的单纯并不是他们在看到了成人世界的一些复杂以后， 自己选择去保持的一种单纯，而是一种天生天生的单纯，但仍然值得 甚至有一种敬佩的感觉吧，就像尼采说的 呃 骆驼狮子婴儿这样的一种状态，我觉得小孩子的那种状态 终究是一种理想的 情况，也是令很多成年人可能会 每每去回想去向往的一种状态。\n\n**音频 3:**\n上一次比较开心应该就是 考完期末考试，呃放假的那天晚上吧。 呃就是因为考完了就比较轻松嘛，不过这种快乐还是比较短暂的。  呃 在放假的第二天就可能要 呃想一想期末考试的情况啊，或者说规划一下将来的事情。'],"['最近一次不开心就是，某门课的成绩比较不理想吧，期末考试，不过这种不开心也过得蛮快的，只不过可能在过去我感觉自己受到了不少的一些小的挫折或者说不顺利，所以现在对于这些事情甚至有一那么一点点麻木的感觉，有的时候会感觉自己像加缪笔下的穆尔索一样那种麻木的感觉。', '上一次比较开心应该就是考完期末考试，放假的那天晚上吧。就是因为考完了就比较轻松嘛，不过这种快乐还是比较短暂的。在放假的第二天就可能要想一想期末考试的情况，或者说规划一下将来的事情。', '我还是挺喜欢小朋友的，主要的原因是比较喜欢他们那种单纯的状态。虽然我们知道小孩子的单纯并不是他们在看到了成人世界的一些复杂以后，自己选择去保持的一种单纯，而是一种天生天生的单纯，但仍然值得甚至有一种敬佩的感觉，就像尼采说的，骆驼、狮子、婴儿这样的一种状态，我觉得小孩子的那种状态终究是一种理想的情况，也是令很多成年人可能会每每去回想去向往的一种状态。']"
v_56,['Clip 1: 上一次和别人争吵，啊，就是最近，可能是两个人，啊，对于一件事，啊，一件事物它的一个，啊，价值取向，啊，并不是很一致。 所以每个人都认为自己，啊，所认为的那个结果，是正确的。啊，我们就会因此啊进行争论。\nClip 2: 啊，我在一个人的时候，可能会，啊，刷刷剧，因为我觉得因为一部剧的时间也挺长的，啊，能够比较好的去打磨时间。\nClip 3: 最近去了一次迪士尼，我觉得迪士尼是地球上最快乐的地方。所以我觉得这也是我最近比较快乐的一次啊经历，或者说是活动。'],"['上一次和别人争吵，就是最近啊可能是两个人对于一一件事物它的一个价值观取向并不是很一致，所以每个人都认为自己所认为的结果是正确的，我们就会因此进行争论。', '最近去了一次迪士尼，我觉得迪士尼是地球上最快乐的地方，所以我觉得这也是我最近比较快乐的一次经历或者说是活动。', '我在一个人的时候可能会刷刷剧，因为我觉得因为一部剧的时间也挺长的，能够比较好的去打磨时间。']"
v_57,['好的，这是音频文件的文字转录：\n\n**Clip 1:**\n印象比较深刻的后悔有，主要大学期间吧，感觉时间，掌握的不是很好，很多时间都浪费掉了，也没也没做一些事情。\n\n**Clip 2:**\n我不是很喜欢小孩，因为我觉得，他们有点不讲道理，分不清对错，然后个人主观意识太强了，很难考虑到别人，所以说经常会让让人感到吵闹。\n\n**Clip 3:**\n最近和同学一起吃饭聊天时很开心。'],"['印象比较深刻的后悔有主要大学期间感觉时间掌握的不是很好，很多时间都浪费掉了，因为因为（确实发音不太标准）做一些事情。', '最近和同学一起吃饭，聊天的时候很开心。', '我不是很喜欢小孩，因为我感觉他们有点不讲道理，分不清对错，然后个人主观意识太强了，很难考虑到别人，所以说经常会让人感到吵闹。']"
v_58,['好的，这是音频文件的文字转录：\n\n**Clip 1:**\n最讨厌的人倒是没有一个具体讨厌的对象，但是 我朋友跟我形容过，就是那种，呃 在两个人的 一段关系里面 自己把自己当成一个那种 自我 自我感动式的自我奉献的角色，就 自己觉得自己是在为别人好，在为别人考虑， 但实际上 只是在给别人带来压力而已，这种这种人或者这种类似的事情和关系，我是非常讨厌。\n\n**Clip 2:**\n呃， 之前一段时间还挺喜欢小孩子的，因为感觉小孩子很可爱，很亲切，然后跟他们，就看着他们玩就觉得 嗯，很很可爱吧，然后但是现在呢， 就可能是因为在网上也看到了一些 呃， 熊孩子的世纪吧，然后也就 越来越感觉，就小孩子 就就很烦，就是只有别人的小孩子是很可爱的，然后如果真的想像他们在自己身边的话， 我就会觉得很烦人，就那么喜欢小孩了。\n\n**Clip 3:**\n呃上次感到最开心或者激动的时候是因为游戏的抽卡，感觉自己难得的欧了一次，就 就很高兴，对。'],"['最讨厌的人倒是没有一个具体讨厌的对象，但是我朋友跟我形容过就是那种在两个人的一段关系里面，自己把自己当成一个那种自我感动式的自我奉献的角色，就自己觉得自己是在为别人好，在为别人考虑。但实际上只是在给别人带来压力而已，这种人或者这种类似的事情和关系，我是非常讨厌。', '上次感到最开心或者激动的时候，是因为游戏的抽卡，感觉自己难得的欧了一次，就，就很高兴，对。', '之前一段时间还挺喜欢小孩子的，因为感觉小孩子很可爱很亲切，然后跟他们就看着他们玩，就觉得emmm，很，很可爱，然后但是现在就可能是因为在网上也看到了一些熊孩子的事迹，然后也就越来越感觉就小孩子就很烦，只有别人的小孩子是很可爱的，然后如果真的想象他们在自己身边的话，就会觉得很烦人，就没有那么喜欢小孩了。']"
v_61,['好的，这是音频文件的文本转录：\n\n**Clip 1:**\n正吵，我到其实，特别认真的争吵，可能还是在工作的时候，就是因为大家会在工作的时候，意见上会有一些不一致，然后，再一个是可能大家都比较急着有进度，所以互相都push的比较厉害，搞得大家其实心态都不太好，然后很容易就吵起来了。\n\n**Clip 2:**\n啊，我的家庭成员我有一个爸，一个妈，，还有一个姐，我姐是我亲姐，比我大12岁，然后我姐，现在，我现在就住在我姐夫家，因为最近疫情搞的，就是我爸妈正好我姐过来带孩子，然后过年我们应该就在上海过了。嗯，我姐现在和我姐夫两个人有一个孩子，啊，叫舅舅，就是我外甥，特别可爱， 虽然有时候特别调皮，让我想打他一顿，然后，对，就这样。\n\n**Clip 3:**\n啊，说到最近比较开心的事情啊，就是我这个平时不是在实习吗，白天都工作，很累，然后最近呢，就晚上会和我的朋友，然后我的家里一些人，晚上一起打打游戏，然后可能每天9点多开始，10点多开始，然后周末白天也能打一会儿。唉，就觉得，哎呀，在这种，在这种沉重的工作压力的压迫之下，游戏显得格外好玩，然后每次玩的时候感觉特别好。'],"['争吵，我倒其实特别认真的争吵，可能还是在工作的时候，就是因为大家会在工作的时候意见上会有一些不一致。然后再一个是可能大家都比较急着有进度，所以互相都push的比较厉害，搞得大家其实心态都不太好，然后很容易就吵起来了。', '说到最近比较开心的事情，就是我平时不是在实习吗，白天都工作很累，然后最近晚上会和我的朋友，然后我的家里一些人晚上一起打打游戏，然后可能每天9点多开始，10点多开始，然后周末白天也能打一会，哎呀就觉得哎呀在种在这种沉重的工作压力的压迫之下，游戏显得格外好玩，然后每次玩的时候感觉特别好。', '我的家庭成员，我有一个爸一个妈，还有一个姐，我姐是我亲姐比我大12岁，然后我姐我现在就住在我姐夫家，因为最近以前搞的我爸妈正好给我姐过来带孩子，然后过年我们应该就在上海过了。我姐现在和我姐夫两个人有一个孩子叫九九，就是我外甥，特别可爱，虽然有时候特别调皮，让我想打他一顿，然后对就这样。']"
v_62,['好的，这是三个音频片段的转录：\n\n**Clip 1:**\n嗯，不经常失眠，很少有失眠的情况。\n\n**Clip 2:**\n嗯，是典型的家庭组成，爸爸、妈妈还有我，我是独生子女。\n\n**Clip 3:**\n嗯，是我的母亲，因为她一直都教会我 怎么判断现在什么事情对自己是最重要的，然后只在意最重要的这件事情。'],"['不经常失眠，很少有失眠的情况。', '是我的母亲，因为她一直都教会我怎么判断现在什么事情对自己是最重要的，然后只在意最重要的这件事情。', '是典型的家庭组成，爸爸妈妈，还有我，我是独生子女。']"
v_63,"['Okay, here are the transcriptions:\n\n*   **Clip 1:** 我不喜欢被监控，被逼迫做一些事情。\n*   **Clip 2:** 当一个算法工程师，写出很多厉害的软件。\n*   **Clip 3:** 昨天和弟弟吃火锅，很开心。']","['我不喜欢被监控被逼迫做一些事情。', '昨天和弟弟吃火锅很开心。', '当一个算法工程师写出很多厉害的软件。']"
v_64,"['Okay, here are the transcriptions of the three audio clips:\n\n*   **Clip 1:** 有時候會失眠，因為我室友打呼嚕，失眠的時候就很煩，想盡快睡著。\n*   **Clip 2:** 軟體工程是被調劑過來的。\n*   **Clip 3:** 呃，放假回家的這個過程就很開心。']","['有时候会失眠，因为我室友打呼噜，失眠的时候就很烦，想尽快睡着。', '放假回家的过程就很开心。', '软件工程是被调剂过来的。']"
v_65,['好的，这是对音频文件的文字转录：\n\n**Clip 1:**\n呃，目前来看，最后悔的事情的话，可能是就，就我个人而言的话，可能是在高中或者是初中的时候没有好好学习一些文科类的知识或者是语文吧。因为，呃，其实在日常生活中的话，我发现现在开始逐渐发现像包括历史啊，还有像金融类的一些知识，还有像语文，就是，语言的那种艺术吧，其实还是比较有需要的。呃，就，虽然说是后悔的事情，但我感觉你在现在平时生活也能继续去补充，所以也不算什么大事。\n\n**Clip 2:**\n我未来喜欢从事的工作的话，应该就是软件工程类的工作吧，然后至于算法还是工程类的话，可能还要看我未来发展怎么样。原因的话其实很简单，就是工科类的，特别是软件工程类的话，我们在平时做的工作就能实时的同步的展示出来。然后在这个过程中的话，我们也能看到一些反馈啊，还有包括，你达成一个目标之后会有一些成就感，这是我主要最喜欢这一个专业的和这一种工作的原因吧。\n\n**Clip 3:**\n放松的时候比较喜欢玩游戏，看书，看电视，剧和漫画吧。因为，呃，首先玩游戏的话，我是跟同学一起玩，所以在玩的过程中是比较开心的。然后看动画的话，其实也是就放松一下嘛，然后主要也会沉浸在一些其他的剧情里面。也是另外一种享受吧。还有看书的话，我比较喜欢看那种文科类的知识书来做宽一下视野，或者是看一些小说。呃，其实跟看动画也是差不多的效果。'],"['目前来看，最后悔的事情的话可能是就我个人而言的话，可能是在高中或者是初中的时候，没有好好学习一些文科类的知识或者是语文。因为其实在日常生活中的话，我发现现在开始逐渐发现像包括历史，还有像金融类的一些知识，还有像语文就是语言的那种艺术其实还是比较有需要的。就虽然说是后悔的事情，但我感觉你在现在平时的生活中也能继续去补充，所以也不算什么大事。', '放松的时候比较喜欢玩游戏、看书、看电视剧和漫画吧。因为首先玩游戏的话我是跟同学一起玩，所以在玩的过程中是比较开心的。然后看动画的话其实也是就放松一下，然后主要也会沉浸在一些其他的剧情里面，也是另外一种享受吧，还有看书的话，比较喜欢看那种文科类的知识书，来拓宽一下视野，或者是看一些小说，其实跟看动画也是差不多的效果。', '我未来希望从事的工作的话，应该就是软件工程类的工作。至于是算法。还是工程类的话，可能还要看我。未来发生。怎么样。原因的话其实很简单，就是供。工科类的包。特别是软件。工程类的话。我们在平时做的工作就能实时的同步的展示出来。然后在这个过程中。的话我们也能看到一些反馈。还有包括。你达成一个目标之后会有一些成就感，这是我主要最喜欢这一个专业的和这一种工作的原因。']"
v_66,"[""Okay, here's the transcription of the three audio clips:\n\n*   **Clip 1:** 当时深嘲应该是初中的时候吧, 就是上课的时候, 有的同学 说话影响到其他同学的学习了。\n\n*   **Clip 2:** 希望成为老师或者是研究员, 这样可以把自己学的东西分享给他人, 然后还可以看论文做研究。\n\n*   **Clip 3:** 上个星期,知道自己通过 博士生申请考核的消息。""]","['上次争吵应该是初中的时候，上课的时候有的同学说话影响到其他同学的学习了。', '上个星期知道自己通过博士申请考核的消息。', '希望成为老师或者是研究员，这样可以把自己学的东西分享给他人，然后还可以看论文做研究。']"
v_67,"['Okay, here are the transcriptions of the three audio clips:\n\n**Clip 1:**\n\n好像很久都沒有和別人爭吵過了,因為感覺我這個人不太喜歡和別人吵架,然後如果有什麼不滿意的地方,可能會比較,可能會直說吧,如果覺得對面,如果對面一直還是不同意我的說法,或者是做一些我不太喜歡的事,然後我可能會選擇退讓一下,或者再跟他理論一下,但是不是很喜歡和別人爭吵。\n\n**Clip 2:**\n\n嗯 如果是別人家的小孩比較可愛的,我還是很喜歡的,但是想一想,如果是自己的孩子就會覺得很麻煩,然後呃,也不能說不喜歡吧,反正就是有點糾結。\n\n**Clip 3:**\n\n嗯,上一次感到開心和激動是 前天我買的 呃,出一個模型到了,然後等了好久,然後終於到了,而且收到以後,發現質量也很好,也沒有出現有可能出現的一些瑕疵和bug,然後感覺非常的開心。']","['好像很久都没有和别人争吵过了，因为感觉我这个人不太喜欢和别人吵架，然后如果有什么不满意的地方，可能会比较可能会直说，如果觉得如果对面一直还是不同意我的说法，或者是做一些我不太喜欢的事，然后我可能会选择让一下，或者是再跟他理论一下，但是不是很喜欢和别人争吵。', '上一次感到开心和激动是前天我买的出一个模型到了，然后等了好久然后终于到了，而且收到了以后发现质量也很好，也没有出现有可能出现的一些瑕疵和bug，然后感觉非常的开心。', '如果是别人家的小孩比较可爱的，我还是很喜欢的，但是想一想，如果是自己的孩子就会觉得很麻烦，然后也不能说不喜欢，反正就是有点纠结。']"
v_69,"['Okay, here are the transcriptions of the three audio clips:\n\n*   **Clip 1:** 前几天把蓝牙耳机放进洗衣机里洗了。 (qián jǐ tiān bǎ lányá ěrjī fàng jìn xǐyījī lǐ xǐ le.) - A few days ago, I put my Bluetooth earphones in the washing machine and washed them.\n*   **Clip 2:** 我爸，我妈，还有我。 (wǒ bà, wǒ mā, hái yǒu wǒ.) - My dad, my mom, and me.\n*   **Clip 3:** 上上周说要放假的时候。 (shàng shàng zhōu shuō yào fàngjià de shíhou.) - When they said they were going to have a holiday the week before last.']","['前几天把蓝牙耳机放进洗衣机里洗了。', '上，上周，说要换个家的时候。', '我爸我妈还有我。']"
v_7,"['Okay, here are the transcriptions of the three audio clips:\n\n*   **Clip 1:** 嗯，很少失眠，因为我咳嗽比较多。\n*   **Clip 2:** 嗯，喜欢，因为他们非常的纯真天真。\n*   **Clip 3:** 寒假放学回家，嗯在爸妈在高铁站接我的时候。']","['很少失眠，因为我瞌睡比较多。', '寒假放学回家，在爸妈在高铁站接我的时候。', '喜欢，因为他们非常的纯真天真。']"
v_70,['好的，这是音频文件的转录文本：\n**Clip 1**\n上一次争吵，应该就是和家里人吧。就是可能和我父母吧，因为家里的一些琐碎的事情，然后可能也是因为，正是因为是家里的人，所以说观念在不同的时候就容易发生一些争执。但是事后也会觉得自己做的不是太好，好像每一次争吵都是这样子。\n\n**Clip 2**\n我未来的工作，当然读博士，我都，读博士的目的就是为了未来进入一个类似于高校的一种形式，一种工作吧。原因是因为，一方面是因为我小的时候受我班主任的影响，可能我就比较喜欢老师这个职业，所以说在我的潜意识里，这个当一名老师本身就是我一直所追求的一个理想的职业。另外一个的话，进入了这个石油行业嘛，所以说就这个行业来说的话，读博出来的出路可能来说的话，进入高校走一定的这种教学科研岗，是一个，我比较所认为的理想的一种，一种工作状态吧。\n\n**Clip 3**\n哈喽。 能听到吗？ 啊。 啊这里我最近的一次开心，我觉得应该是上一次和几个朋友一起去打羽毛球吧，可能。 就是学习当中的一丝的放松，然后和他们一起玩一玩，感觉还挺舒服的，很愉快的。'],"['上一次争吵应该就是和家里人可能和我父母因为家里的一些琐碎的事情，然后可能也是正是因为是家里的人，所以说观念在不同的时候就容易发生一些争执，但是事后也会觉得自己做的不是太好，好像每一次争吵都是这样子。', 'Hello。能听到吗？距离我最近的一次开心，我觉得应该是上一次和几个朋友一起去打羽毛球，可能学习当中有意思的放松，然后和他们一起玩一玩，感觉还挺舒服的很愉快的。', '我未来的工作，当然我读博士的目的就是为了未来进入一个类似于高校的一种形式，一种工作可能原因是因为一方面是因为我小时候受我班主任的影响，可能我就比较喜欢老师这个职业，所以说在我的潜意识里当一名老师本身就是我一直所追求的一个理想的职业。另外一个的话，进入了石油行业，所以说就这个行业来说的话，读博出来的出路可能来说的话进入高校，走一定的这种教学科研岗是一个我比较所认为的理想的一种工作状态。']"
v_71,"['Okay, here are the transcriptions of the three audio clips:\n\n**Clip 1:**\n\n""I think the most, um, happy thing, uh, was that I broken with my friend. Uh, yeah, that\'s it.""\n\n**Clip 2:**\n\n""I think the most impressive thing right is work on the beach when the sun set. It\'s going to be beautiful when the sun set. The sky become reddish and you can just watch the sea. Just watch the horizon, horizons. You will have a feeling of being relaxed. You will feel that the boy is so big and you are so small. So, um, so, what we experience, what you, what your trouble is just a piece of the world. It does not matter and makes you relaxed. So, you will get better to face the future.""\n\n**Clip 3:**\n\n""When I get relaxed, I like to play games, because a game is a real is a world that you can craft uh, what you want. You can do everything uh, without any pressure or without any responsibility. So, so, so, you just can, you can do the thing that you can not do the real world.""']","['Anything the most unhappy thing, I thought I broken with my friend. That’s it.', ""When I get relaxed, I'd like to play games because I came into the real world, world in the world that so you can craft about what you can do everything and without any pressure, some responsibility you just can I can do the thing with you. They're not in the real world."", ""I think the most impressive thing that is walk on the beach when it's sunset, it’s really beautiful sunset. the sky become reddish and you can just watch the sea, just watch the horizon horizons. You will how feeling of being relaxed, you will feel that the ball is so big and do I so small? Want to be experience. What's your trouble is just a piece of the world, but the matter and make you relax, you will get better too. Face the future.""]"
v_72,['好的，以下是音频文件的文字稿。\n\n**Clip 1:**\n呃，本来今年过年，我妈要过来陪我在上海一起过年，然后由于疫情，她那边现在过不来了，然后就要一个人过年，啊，就会感到不开心。\n\n**Clip 2:**\n啊，看综艺节目或者打扫卫生，呃，撸猫，或者做饭。\n\n**Clip 3:**\n元旦的时候和小伙伴一起在家吃火锅，打牌。'],"['本来今年过年，我妈要过来陪我在上海一起过年，然后由于疫情，他那边现在过不来了，然后就要一个人过年，就会感到不开心。', '元旦的时候和小伙伴一起在家吃火锅、打牌。', '好好看综艺节目或者打扫卫生，撸猫或者做饭。']"
v_73,"[""Okay, here's the transcription of the audio clips:\n\n*   **Clip 1:** 不失眠。 (bù shī mián) - Not insomnia.\n*   **Clip 2:** 喜欢小孩子。(xǐ huān xiǎo hái zi) - Like kids.\n*   **Clip 3:** 找到一份工资更高的工作。(zhǎo dào yī fèn gōng zī gèng gāo de gōng zuò) - Find a higher paying job.""]","['不失眠。', '找到一份工资更高的工作。', '喜欢小孩子。']"
v_74,['好的，这是三个音频片段的文字稿：\n\n**音频片段 1:**\n不太会失眠，可能偶尔有時候，因为实验效果不太好，或者是，因为对某件事情的担心，或者是想不清楚某些问题，脑袋里在反复思考着这些问题和可能的解决方案，可能会偶尔有失眠的症状。\n\n**音频片段 2:**\n嗯，我的专业是软件工程，因为在高中的时候开始接触计算机，然后觉得呃，未来从事这样的一份工作会非常的有趣，自己的爱好和特长可能都在这个地方，所以因此选择了这个专业。\n\n**音频片段 3:**\n他基本上开朗乐观，能给人带来乐趣。当生活中有开心的事情，他也乐于分享给大家，然后大家有不开心的事情也乐于找他倾诉，他能帮助我们解决很多没有想到的问题，给人带来新的思考方式。'],"['不太会失眠，可能偶尔有时候因为实验效果不太好，或者是因为对某件事情的担心，或者是想不清楚某些问题，脑海里在反复思考着这一些问题和可能的解决方案，可能会偶尔有失眠的症状。', '它基本上开朗乐观，能给人带来乐趣。当生活中有开心的事情，他也乐于分享给大家，然后大家有不开心的事情也乐于找他倾诉，他能帮助我们解决很多没有想到的问题，给人带来新的思考方式。', '我的专业是软件工程，因为在高中的时候开始接触计算机，然后觉得未来从事这样的一份工作会非常的有趣，自己的爱好和特长可能都在这个地方，所以因此选择了这个专业。']"
v_75,"['Okay, here are the transcriptions of the three audio clips:\n\n*   **Clip 1:** 啊,我从不失眠,我打头就睡。\n*   **Clip 2:** 我想从事一些关于内容创创作的工作,这样比较能体现自我价值。\n*   **Clip 3:** 嗯,公司年会抽奖中了奖。']","['我从不失眠，我倒头就睡。', '我们公司年会抽奖中了奖。', '我想从事一些关于内容创作的工作，这样比较能体现自我价值。']"
v_76,['好的，這是音檔逐字稿:\n\n*   **Clip 1**\n\n道也沒有經常失眠，失眠的話就是睡不著吧。\n就是無論如何也睡不著，就是失眠了。\n呃，我可能會去聽一些助眠的音樂。\n就是一些什麼大自然的聲音啊，什麼海浪聲啊，什麼下雨的聲音這種的。\n我經常在中午午睡的時候會聽這種聲音，因為辦公室有的時候會有一點不是那麼安靜，午睡的時候你如果就是不聽的話，很有可能被別人吵到，所以我會聽一些這些東西。\n\n*   **Clip 2**\n\n未來希望從事的工作可能是，呃，人文和這種理工科的思維都能夠比較應用的比較平衡的一個方面吧。\n就是覺得如果你能夠比較全面的怎麼說，欸因為從事計算機的工作時間長了之後，你會發現自己的思維會有點跑偏，因為你受到的很多訓練太過於固定化，很僵化，就缺少那種文科思維的一種靈活性和多變性。\n\n嗯，會讓你在處理很多事情的時候，可能會有點偏執。\n所以我還是希望能夠找一個更均衡的一個工作吧。\n\n*   **Clip 3**\n\n欸，可能是上次爬山的時候吧。\n就是走路看風景，有一點點累。\n然後爬了一整天的山，整個的過程當中還是挺開心的。'],"['倒也没有经常失眠，失眠的话就是睡不着。就是无论如何也睡不着，就是失眠了。我可能会去听一些助眠的音乐，就是一些什么大自然的声音，什么海浪声，什么下雨的声音这种的。我经常在中午午睡的时候会听这种声音，因为办公室有的时候会有一点不是那么安静。午睡的时候，你如果就是不听的话，很有可能被别人吵到，所以我会听一些这些东西。', '可能是上次爬山的时候，就是走路看风景有一点点累，然后爬了一整天的山，整个的过程当中还是挺开心的。', '未来希望从事的工作可能是。人文和。这种理工科的思维都能够比较应用的比较平衡的一个方面。就是觉得如果你能够比较全面的怎么说，因为从事计算机的工作时间长了之后，你会发现自己的思维会有点跑偏。因为你受到了很多训练，太过于固定化，很僵化，缺少那种文科思维的一种灵活性和多变性。会让你在处理很多事情的时候，可能会有点偏执，所以我还是希望能够找一个更均衡的一个工作。']"
v_77,['好的，这是音频文件的文字稿：\n\n**Clip 1:**\n不起床十年。\n\n**Clip 2:**\n嗯，是势力专业，因为他火。\n\n**Clip 3:**\n你啊，中午吃了饭。'],"['目前常失眠。（语音很不清楚）', '中午我吃了饭。', '信息类专业。因为他火。']"
v_79,['Here are the transcriptions of the three audio clips:\n*   **Clip 1:** 我之前上机的时候都处理不好自己的情绪，总是用发火或者自己说 大部分是用发火来解决。\n*   **Clip 2:** 我喜欢小孩子，因为我觉得他们非常可爱。\n*   **Clip 3:** 嗯。'],"['我之前生气的时候都处理不好自己的情绪，总是用发火，或者自己说大部分是用发火来解决。', '无', '我喜欢小孩子，因为我觉得他们非常可爱。']"
v_8,['好的，以下是音檔轉錄逐字稿：\n\n**片段 1**\n呃，我沒有經常失眠的這樣一個狀態。呃，我一般入睡還是比較快的，因為我在入睡之前會做一些讓自己比較放鬆的，讓自己去醞釀，醞釀一下睡意，所以說我不會有經常失眠的那個狀態。但是呃如果是失眠的話，我比較想要，想要讓自己快一點睡著。就想要自己睡著那種感覺比較強烈一點。\n\n**片段 2**\n對啊。 呃，在未來的話，我比較想要從事教師這一個行業，因為我個人的話比較喜歡一個比較呃，穩定的，比較呃呃，那個生活步調沒有那麼緊張的一個生活狀態，所以說呃教師這個職業其實是比較適合我的，再加上我比較人家是想要花更多時間陪伴我的家人。然後老師的話他其實是可以擁有較多的假期，然後我可以利用這個假期去陪伴我的家人。所以說我覺得教師這個職業對我來說呃，是比較嚮往的。\n\n**片段 3**\n我會玩手機。 要說為什麼嗎？ 呃，因為我處於很放鬆的狀態的話，其實我不是有很多的事情需要去忙，所以說就，就是在我放鬆的時候一般是我比較清閒的時候，我清閒的時候就想刷刷微博，看一下什麼東西。 嗯，大概就是這個原因。'],"['我没有经常失眠的这样一个状态，我一般入睡还是比较快的，因为我在入睡之前会做一些让自己比较放松的，让自己去酝酿酝酝酿一下睡意，所以说我不会有经常失眠的那个状态。但是如果是失眠的话，我比较想要自己想要让自己快一点睡着，所以我想要自己睡着那种感觉比较强烈一点。', '我会玩手机，说为什么？因为我处于很放松的状态的话，其实我不是有很多的事情需要去忙，所以说那就是在我放松的时候，一般是我比较清闲的时候，我清闲的时候就想说刷微博看一下东西，大概就是这个原因。', '在未来的话我比较想要从事教师这一个行业，因为我个人的话比较喜欢一个比较稳定的比较（那个）生活步调没有那么紧张的一个生活状态，所以说教师这个职业其实是比较适合我的，再加上我比较恋家是想要花更多时间陪伴我的家人，然后老师的话他其实是可以拥有较多的假期，然后我可以利用这个假期去陪伴我的家人。所以说我觉得教师这一个职业对我来说是比较向往的。']"
v_81,['好的，以下是音频文件的转录：\n\n*   **Clip 1:** “我上一次和别人争吵是大概一个月之前。因为我们对一个旅行的计划产生了分歧，所以我们争吵了。”\n*   **Clip 2:** “我喜欢小孩子，因为小孩子可以带给我很多的快乐，然后他们非常的可爱。”\n*   **Clip 3:** “呃，我大概前几天的时候感到非常高兴，因为我刚考完试，而且还考得不错。”'],"['我上一次和别人争吵是大概一个月之前，因为我们对一个旅行的计划产生了分歧，所以我们争吵了。', '我大概前几天的时候感到非常高兴，因为我刚考完试，而且还考得不错。', '我喜欢小孩子，因为小孩子可以带给我很多的快乐，然后他们非常的可爱。']"
v_82,['好的，这是转录：\n*   **Clip 1:** 目前来看没有什么后悔过的事情。\n*   **Clip 2:** 家庭成员总共有三位，我的，我的父亲，我的母亲，他们都非常好，对我非常好，不论在生活、学习、工作上都给予我很大的支持。\n*   **Clip 3:** 放松的时候喜欢听音乐、读书、休息、漫步、旅行，原因是：可以放松自己，不会思考其他任何问题。'],"['目前来看没有什么后悔过的事情。', '放松的时候喜欢听音乐、读书、休息、漫步、旅行，原因是可以放松自己，不会思考其他任何问题。', '家庭成员总共有三位，我的父亲、我的母亲他们都非常好，对我非常好，不论在生活学习工作上都给予我很大的支持。']"
v_83,"['Okay, here are the transcriptions of the three audio clips:\n\n**Clip 1:**\n嗯 有時候會失眠,然後失眠的時候就會呃比較比較焦慮,然後也比較煩躁,嗯。\n\n**Clip 2:**\n嗯 想做的是 就是 科研崗位, 然後跟計算機視覺 嗯,機器學習有關,因為覺得這方面 人工智能這方面很有意思,並且能夠 嗯很有發展空間。\n\n**Clip 3:**\n呃人們都很友好,環境也很好。 嗯,然後有很多可以發展的機會。']","['我有时候会失眠，然后失眠的时候就会比较焦虑，然后也比较烦躁。', '人们都很友好，环境也很好，然后有很多可以发展的机会。', '想做的是科研岗位，然后跟。计算机视觉，机器学习有关，因为觉得这方面。方面。人工智能这方面很有意思，并且能够很有发展空间。']"
v_84,['好的， 这是您音频文件的转录内容：\n\n**Clip 1:**\n是一门课，成绩出来了之后，我觉得很不开心，因为本来以为那门课的成绩是肯定没有问题的，没想到这学期那门课的成绩却是最差的。\n\n**Clip 2:**\n我学习的专业是软件工程，因为我不喜欢学习力学，不喜欢学习工程制图，不喜欢学习化学，所以我就选择了软件工程。因为它，这个专业不需要学习那些我很讨厌的课程。\n\n**Clip 3:**\n上次应该是1月20号吧，期末考试刚考完那天，因为压力特别大，考完之后就很放松，也很开心。'],"['是一门课成绩出了之后觉得很不开心，因为本来以为那门课的成绩是肯定没有问题的，没想到这学期那门课的成绩确实最差。', '上次应该是1月20号吧期末考试刚考完那天，因为压力特别大，考完之后就很放松，也很开心。', '我学习的专业是软件工程，因为我不喜欢学习的力学，不喜欢学习工程制图，不喜欢学习化学，所以我就选择软件工程。因为他这个专业不需要学习，那些我很讨厌的课程。']"
